country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Nicaragua,NI,NIC,558,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,78,Total,Units,Index,,Free,,Total
Nicaragua,NI,NIC,558,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,78,Total,Units,Index,,Free,,Total
Nicaragua,NI,NIC,558,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,76,Total,Units,Index,,Free,,Total
Niger,NE,NER,562,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,24,Total,Units,Index,,Free,,Total
Niger,NE,NER,562,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,33,Total,Units,Index,,Free,,Total
Niger,NE,NER,562,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,46,Total,Units,Index,,Free,,Total
Niger,NE,NER,562,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,53,Total,Units,Index,,Free,,Total
Niger,NE,NER,562,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,54,Total,Units,Index,,Free,,Total
Niger,NE,NER,562,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,53,Total,Units,Index,,Free,,Total
Niger,NE,NER,562,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,52,Total,Units,Index,,Free,,Total
Nigeria,NG,NGA,566,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,33,Total,Units,Index,,Free,,Total
Nigeria,NG,NGA,566,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,36,Total,Units,Index,,Free,,Total
Nigeria,NG,NGA,566,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,44,Total,Units,Index,,Free,,Total
Nigeria,NG,NGA,566,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,37,Total,Units,Index,,Free,,Total
Nigeria,NG,NGA,566,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,40,Total,Units,Index,,Free,,Total
Nigeria,NG,NGA,566,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,46,Total,Units,Index,,Free,,Total
Nigeria,NG,NGA,566,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,46,Total,Units,Index,,Free,,Total
Niue,NU,NIU,570,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,65,Total,Units,Index,,Free,,Total
Niue,NU,NIU,570,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,62,Total,Units,Index,,Free,,Total
Niue,NU,NIU,570,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,65,Total,Units,Index,,Free,,Total
Niue,NU,NIU,570,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,67,Total,Units,Index,,Free,,Total
Niue,NU,NIU,570,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,68,Total,Units,Index,,Free,,Total
Niue,NU,NIU,570,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,69,Total,Units,Index,,Free,,Total
Niue,NU,NIU,570,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,69,Total,Units,Index,,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,60,Total,Units,Index,,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,62,Total,Units,Index,,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,63,Total,Units,Index,,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,65,Total,Units,Index,,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,66,Total,Units,Index,,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,68,Total,Units,Index,,Free,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,67,Total,Units,Index,,Free,,Total
Norway,NO,NOR,578,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,91,Total,Units,Index,,Free,,Total
Norway,NO,NOR,578,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,92,Total,Units,Index,,Free,,Total
Norway,NO,NOR,578,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,93,Total,Units,Index,,Free,,Total
Norway,NO,NOR,578,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,94,Total,Units,Index,,Free,,Total
Norway,NO,NOR,578,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,94,Total,Units,Index,,Free,,Total
Norway,NO,NOR,578,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,95,Total,Units,Index,,Free,,Total
Norway,NO,NOR,578,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,95,Total,Units,Index,,Free,,Total
Oman,OM,OMN,512,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,65,Total,Units,Index,,Free,,Total
Oman,OM,OMN,512,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,62,Total,Units,Index,,Free,,Total
Oman,OM,OMN,512,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,61,Total,Units,Index,,Free,,Total
Oman,OM,OMN,512,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,62,Total,Units,Index,,Free,,Total
Oman,OM,OMN,512,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,63,Total,Units,Index,,Free,,Total
Oman,OM,OMN,512,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,63,Total,Units,Index,,Free,,Total
Oman,OM,OMN,512,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,63,Total,Units,Index,,Free,,Total
Pakistan,PK,PAK,586,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,45,Total,Units,Index,,Free,,Total
Pakistan,PK,PAK,586,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,48,Total,Units,Index,,Free,,Total
Pakistan,PK,PAK,586,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,49,Total,Units,Index,,Free,,Total
Pakistan,PK,PAK,586,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,58,Total,Units,Index,,Free,,Total
Pakistan,PK,PAK,586,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,60,Total,Units,Index,,Free,,Total
Pakistan,PK,PAK,586,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,63,Total,Units,Index,,Free,,Total
Pakistan,PK,PAK,586,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,63,Total,Units,Index,,Free,,Total
Palau,PW,PLW,585,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,72,Total,Units,Index,,Free,,Total
Palau,PW,PLW,585,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,73,Total,Units,Index,,Free,,Total
Palau,PW,PLW,585,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,68,Total,Units,Index,,Free,,Total
Palau,PW,PLW,585,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,74,Total,Units,Index,,Free,,Total
Palau,PW,PLW,585,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,76,Total,Units,Index,,Free,,Total
Palau,PW,PLW,585,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,76,Total,Units,Index,,Free,,Total
Palau,PW,PLW,585,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,76,Total,Units,Index,,Free,,Total
Panama,PA,PAN,591,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,86,Total,Units,Index,,Free,,Total
Panama,PA,PAN,591,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,85,Total,Units,Index,,Free,,Total
Panama,PA,PAN,591,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,85,Total,Units,Index,,Free,,Total
Panama,PA,PAN,591,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,79,Total,Units,Index,,Free,,Total
Panama,PA,PAN,591,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,81,Total,Units,Index,,Free,,Total
Panama,PA,PAN,591,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,83,Total,Units,Index,,Free,,Total
Panama,PA,PAN,591,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,80,Total,Units,Index,,Free,,Total
Papua New Guinea,PG,PNG,598,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,53,Total,Units,Index,,Free,,Total
Papua New Guinea,PG,PNG,598,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,57,Total,Units,Index,,Free,,Total
Papua New Guinea,PG,PNG,598,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,53,Total,Units,Index,,Free,,Total
Papua New Guinea,PG,PNG,598,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,52,Total,Units,Index,,Free,,Total
Papua New Guinea,PG,PNG,598,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,48,Total,Units,Index,,Free,,Total
Papua New Guinea,PG,PNG,598,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,48,Total,Units,Index,,Free,,Total
